Name,Year,Rating,User_Type,vote10,vote9,vote8,vote7,vote6,vote5,vote4,vote3,vote2,vote1
Fear Street: Part Three - 1666,2021,6.6,IMDb Users,3801,2599,7133,13693,9611,3677,1477,779,465,978
Candyman,1992,6.7,IMDb Users,6622,5855,15058,24095,18662,8374,3549,1720,947,1228
Phantasm,1979,6.7,IMDb Users,4112,2746,6146,8997,6406,3238,1622,1034,524,631
Prince of Darkness,1987,6.7,IMDb Users,3447,3201,7525,11292,8143,3928,1874,924,505,538
Christine,1983,6.7,IMDb Users,5843,4312,13430,24086,18036,7524,2913,1224,610,645
Resident Evil,2002,6.7,IMDb Users,23156,17062,43969,77641,51763,22908,10400,5712,3228,4217
Event Horizon,1997,6.7,IMDb Users,12286,13317,31901,46380,32551,15762,7995,4526,2499,3307
May,2002,6.6,IMDb Users,3585,3054,6413,8909,6596,3544,1563,964,613,914
Cronos,1993,6.7,IMDb Users,1463,1727,5206,9633,6345,2627,1015,482,246,311
Blade II,2002,6.7,IMDb Users,13791,11888,34319,66741,48482,19394,7377,3442,1873,2423
Final Destination,2000,6.7,IMDb Users,16174,13893,41251,79546,52002,21663,8995,4487,2399,2911
The Exorcism of Emily Rose,2005,6.7,IMDb Users,9624,8970,22953,36884,25562,11430,4737,2279,1291,1863
The Gift,2000,6.7,IMDb Users,3541,3626,11443,22316,16044,5843,2081,897,433,550
Dark Water,2002,6.7,IMDb Users,1912,2222,5805,9539,6629,2890,1255,589,353,432
The Eye,2002,6.7,IMDb Users,1904,2089,5195,8569,6028,2561,1116,543,294,455
Ju-on: The Grudge,2002,6.7,IMDb Users,3137,3058,7687,12709,8897,3975,1778,892,536,706
Inside,2007,6.7,IMDb Users,3993,4025,7726,9561,5777,3085,1774,1232,894,1555
Fido,2006,6.7,IMDb Users,2215,2204,5324,8676,5521,2374,1109,549,370,569
Zombieland: Double Tap,2019,6.7,IMDb Users,8269,8339,27945,55984,38894,14605,5202,2499,1344,1771
Pandorum,2009,6.7,IMDb Users,10216,11579,29151,44725,28234,12625,5562,2847,1547,1801
Suspiria,2018,6.7,IMDb Users,5683,7500,14354,16626,11113,5906,3247,2013,1431,2763
Rare Exports,2010,6.7,IMDb Users,1792,1986,5209,8328,5640,2550,1155,551,338,442
Los ojos de Julia,2010,6.7,IMDb Users,1969,2194,6016,10993,7876,2949,1211,568,299,471
Spring,2014,6.7,IMDb Users,1631,1935,5120,8197,5328,2428,1069,537,326,466
Summer of 84,2018,6.7,IMDb Users,2265,2220,6777,12300,8467,3440,1263,578,322,487
Saint Maud,2019,6.7,IMDb Users,1139,2116,5934,8033,5363,2581,1296,671,461,811
Goodnight Mommy,2014,6.7,IMDb Users,2219,3292,9847,14760,9651,4316,2043,1189,728,1201
Hotel Transylvania 2,2015,6.7,IMDb Users,9856,6885,18577,36912,27352,10764,3970,1631,792,1072
House on Haunted Hill,1959,6.8,IMDb Users,2247,1717,4712,8413,5452,2117,788,375,171,187
Turbo Kid,2015,6.7,IMDb Users,2349,2218,5212,7406,4854,2296,1251,671,427,853
Fear Street: Part Two - 1978,2021,6.7,IMDb Users,4537,3302,9595,18117,11338,3823,1405,668,396,847
The Brood,1979,6.8,IMDb Users,2061,2063,5600,8788,5602,2320,1011,467,242,368
Marrowbone,2017,6.7,IMDb Users,2020,1952,5334,9097,6280,2481,915,414,235,375
From Hell,2001,6.8,IMDb Users,9043,9721,28875,51264,31436,12163,4696,2119,1059,1321
eXistenZ,1999,6.8,IMDb Users,6205,8840,20657,27560,16941,7659,3953,2205,1498,2267
Ginger Snaps,2000,6.8,IMDb Users,4977,3851,8854,12375,7868,3655,1628,829,599,863
High Tension,2003,6.8,IMDb Users,6218,6420,14175,18848,11501,5564,2984,1707,1160,1964
1408,2007,6.8,IMDb Users,19601,20420,51931,80086,51143,22055,9381,4396,2408,2848
The Call,2013,6.7,IMDb Users,9068,8259,21324,37593,25059,9400,3598,1679,851,1205
Dog Soldiers,2002,6.8,IMDb Users,5650,5140,12193,16312,9477,4378,2120,1214,705,1114
Warm Bodies,2013,6.8,IMDb Users,22965,18037,45093,68512,39558,16324,6940,3594,2118,3389
Insidious,2010,6.8,IMDb Users,26543,25098,59439,85975,52374,23089,10278,5262,3140,4135
The Devil's Rejects,2005,6.8,IMDb Users,14072,9908,18514,22377,13358,7013,3800,2446,1862,4028
Stonehearst Asylum,2014,6.8,IMDb Users,3910,3954,10649,18217,11301,4145,1408,598,290,400
Sinister,2012,6.8,IMDb Users,16901,18972,47367,72128,45699,19457,7961,3836,2087,2866
Eden Lake,2008,6.8,IMDb Users,5300,6192,16673,24526,14113,6182,2923,1845,1306,2679
Trick 'r Treat,2007,6.8,IMDb Users,9753,7810,16727,22493,14898,7687,3881,2244,1401,2036
It Follows,2014,6.8,IMDb Users,13342,20129,48831,61838,37279,18450,9698,5783,4020,7245
The Autopsy of Jane Doe,2016,6.8,IMDb Users,5863,7059,20866,36446,23250,9060,3343,1605,756,942
The Babadook,2014,6.8,IMDb Users,13030,19215,43227,55185,37429,19334,9632,5429,3370,5411
Odd Thomas,2013,6.8,IMDb Users,5347,4477,10378,14703,8752,3838,1733,874,508,618
Shin Godzilla,2016,6.8,IMDb Users,2426,2541,5439,6868,4287,2074,1007,576,421,794
Housebound,2014,6.8,IMDb Users,2241,2461,6667,10285,6421,2716,1229,627,363,549
Us,2019,6.8,IMDb Users,16551,23300,56208,70198,44324,20997,10578,6673,4674,9986
Altered States,1980,6.9,IMDb Users,2399,2808,7185,9930,6347,2732,1208,659,337,470
Annihilation,2018,6.8,IMDb Users,15686,26415,64434,84765,55760,26067,12087,7017,4519,6182
Hocus Pocus,1993,6.9,IMDb Users,24886,9964,19289,25560,19636,9614,4408,2347,1261,1566
The House That Jack Built,2018,6.8,IMDb Users,5308,7019,14728,17063,10368,5528,2994,1687,1220,2414
Shadow of the Vampire,2000,6.9,IMDb Users,2485,3347,9007,12898,7244,3165,1405,688,448,601
Night of the Living Dead,1990,6.9,IMDb Users,4214,3164,7516,12340,7538,3301,1313,666,397,681
The Witches,1990,6.9,IMDb Users,4700,3240,8711,15306,9611,3661,1401,608,316,485
Creepshow,1982,6.9,IMDb Users,4839,3271,8454,13148,9003,3852,1510,772,411,539
28 Weeks Later,2007,6.9,IMDb Users,19650,21767,58106,88982,44967,17739,7596,3883,2363,3465
The Witch,2015,6.9,IMDb Users,18534,25925,51433,54599,33178,17676,9414,6071,4234,8160
Ready or Not,2019,6.9,IMDb Users,7697,8983,27153,45528,26156,9161,3529,1702,1007,1769
I See You,2019,6.8,IMDb Users,2438,3023,9163,15048,8707,3126,1314,604,378,580
Under the Shadow,2016,6.9,IMDb Users,1230,1989,5804,8220,4945,2162,908,451,287,568
Hellraiser,1987,7.0,IMDb Users,12121,10448,23962,33219,17996,8087,3800,1970,1284,1583
Creature from the Black Lagoon,1954,7.0,IMDb Users,2727,2133,5909,9293,5362,2233,770,342,173,196
Brotherhood of the Wolf,2001,7.0,IMDb Users,6672,7351,15308,17346,9237,4173,2104,1196,751,1022
Ravenous,1999,7.0,IMDb Users,4175,4046,8474,10701,5870,2555,1289,640,417,603
The Monster Squad,1987,7.0,IMDb Users,5070,2806,6133,8088,5067,2407,943,443,247,321
Frankenweenie,2012,6.9,IMDb Users,7800,7264,21424,35268,19151,7074,2629,1245,703,1230
Henry: Portrait of a Serial Killer,1986,7.0,IMDb Users,2931,3283,7717,9827,5756,2529,1103,641,409,544
Near Dark,1987,7.0,IMDb Users,3223,3349,8175,10760,6195,2758,1158,589,355,495
Stir of Echoes,1999,7.0,IMDb Users,4703,5787,17595,28981,13862,4957,1770,789,459,638
Ichi the Killer,2001,7.0,IMDb Users,6204,6198,12684,13731,7318,3565,1783,1114,774,1316
Constantine,2005,7.0,IMDb Users,32536,30827,71121,97119,52578,22479,9359,4659,2538,3228
The Mummy,1932,7.1,IMDb Users,2723,2299,5593,8027,4151,1649,670,292,116,194
Day of the Dead,1985,7.1,IMDb Users,8320,6789,14810,18799,9869,4338,1708,972,532,878
Bubba Ho-Tep,2002,7.0,IMDb Users,6507,5417,10761,11407,6674,3145,1494,880,481,756
The Thing from Another World,1951,7.1,IMDb Users,3289,2845,6607,8085,4462,2152,679,322,215,251
Climax,2018,7.0,IMDb Users,5768,8626,14722,13893,7600,4047,2215,1510,1184,2248
Fright Night,1985,7.1,IMDb Users,7381,5607,14764,20976,10665,4003,1588,786,400,638
Tremors,1990,7.1,IMDb Users,13053,11870,31601,41799,19649,7330,2875,1493,819,903
The Frighteners,1996,7.1,IMDb Users,7484,8012,21196,27308,12961,4822,1952,984,558,749
Little Shop of Horrors,1986,7.1,IMDb Users,8390,6935,15062,19661,11889,5294,2217,1147,630,888
Blade,1998,7.1,IMDb Users,21016,21364,61657,88552,40001,14887,5709,2998,1692,2438
The Ring,2002,7.1,IMDb Users,28083,32850,79688,103896,51921,20624,8474,4330,2672,3925
Thirst,2009,7.1,IMDb Users,2993,5193,11879,13160,6358,2720,1223,631,390,700
The Host,2006,7.1,IMDb Users,8322,11575,28950,34852,17003,7161,3337,1844,1189,1889
Shutter,2004,7.1,IMDb Users,4644,4480,10052,12342,6666,2835,1129,588,366,477
Hotel Transylvania,2012,7.1,IMDb Users,26660,21636,53953,76092,37625,14028,5123,2258,1196,1732
Pitch Black,2000,7.1,IMDb Users,19401,22103,56518,74292,35267,13739,5514,2820,1503,1989
The Invisible Man,2020,7.1,IMDb Users,11518,17829,51150,65245,30910,11872,4858,2706,1707,3112
Martyrs,2008,7.1,IMDb Users,11114,11892,20286,20188,10498,5472,3038,1986,1570,3229
Midsommar,2019,7.1,IMDb Users,21129,32954,66101,65336,33611,16622,8905,5988,4872,11161
The Mist,2007,7.1,IMDb Users,28195,34370,74212,76148,38718,17783,8836,5455,3913,6698
Bhoot Police,2021,7.1,IMDb Users,12757,4345,2158,1322,1146,706,387,273,244,1876
Don't Breathe,2016,7.1,IMDb Users,17164,22775,66262,85729,39829,13821,4960,2481,1441,2393
Let Me In,2010,7.1,IMDb Users,10842,12026,28846,34341,16653,6911,2905,1636,1082,2368
The Call,2020,7.1,IMDb Users,2427,2723,6772,8605,3804,1272,498,272,137,362
Bone Tomahawk,2015,7.1,IMDb Users,5319,8548,25072,31678,13894,5197,2134,1123,774,1166
Don't Look Now,1973,7.2,IMDb Users,6150,7225,12737,12874,7041,3384,1791,1072,637,856
The Fearless Vampire Killers,1967,7.2,IMDb Users,4247,3645,7005,7697,4107,1979,983,519,352,480
Black Christmas,1974,7.2,IMDb Users,5350,4043,8415,9990,5275,2415,1047,597,348,515
The Changeling,1980,7.2,IMDb Users,3701,3656,8236,9641,4558,1821,728,335,210,300
Invasion of the Body Snatchers,1956,7.7,IMDb Users,5963,7223,16170,11390,4361,1483,500,277,147,396
The Dead Zone,1983,7.2,IMDb Users,4805,6099,17697,22721,10298,3454,1142,473,232,370
Ringu,1998,7.2,IMDb Users,6117,7682,17923,19993,9071,3536,1437,694,489,673
Re-Animator,1985,7.2,IMDb Users,6603,6452,15289,17402,8730,3400,1479,822,449,775
Audition,1999,7.2,IMDb Users,6749,9626,20483,20645,10379,4613,2197,1250,841,1309
A Tale of Two Sisters,2003,7.2,IMDb Users,6716,7296,15094,15554,8065,3548,1662,866,513,930
Last Night in Soho,2021,7.2,IMDb Users,5266,6803,16489,16461,7965,3182,1373,697,449,818
Videodrome,1983,7.2,IMDb Users,9339,10429,22178,23777,12414,5293,2472,1274,773,1095
In the Mouth of Madness,1994,7.2,IMDb Users,7023,7283,15659,18506,9535,4260,1839,925,609,750
Gremlins,1984,7.3,IMDb Users,18383,19241,54896,70314,30491,10606,3930,1811,987,1165
Angel Heart,1987,7.3,IMDb Users,8302,10278,22939,23866,11338,4505,1739,875,515,867
Cube,1997,7.2,IMDb Users,16659,23813,61171,64311,31760,12467,5469,2949,1726,2625
Poltergeist,1982,7.3,IMDb Users,16097,17556,43585,43710,19642,7594,3180,1597,937,1353
The Wolf Man,1941,7.3,IMDb Users,3060,2581,6568,7813,3649,1361,495,213,95,159
From Dusk Till Dawn,1996,7.2,IMDb Users,26617,32083,79077,88472,41354,16601,7275,3891,2459,3727
The Return of the Living Dead,1985,7.3,IMDb Users,9366,6516,14055,15277,7519,2894,1315,700,431,685
The Lost Boys,1987,7.3,IMDb Users,19268,14910,31649,37412,18156,7000,2852,1357,769,1042
Sleepy Hollow,1999,7.3,IMDb Users,31741,38778,100372,105144,44698,15642,5633,2474,1327,1573
Twin Peaks: Fire Walk with Me,1992,7.3,IMDb Users,13290,11563,21451,23018,12031,5503,2607,1591,1024,1436
Dawn of the Dead,2004,7.3,IMDb Users,25329,27233,69168,72669,31436,11328,4668,2372,1382,2792
It,2017,7.3,IMDb Users,53286,65144,134671,128919,61651,26311,11758,6840,4570,8541
Scream,1996,7.3,IMDb Users,39515,33664,74330,89023,42288,16546,7087,3914,2709,4198
They Live,1988,7.3,IMDb Users,13878,13193,31336,35127,16738,6520,2567,1322,711,1063
Hereditary,2018,7.3,IMDb Users,29932,43369,69372,60007,31453,16086,8718,5655,4296,8853
Dead Ringers,1988,7.3,IMDb Users,4351,5543,11639,11799,6154,2620,1186,579,405,579
An American Crime,2007,7.3,IMDb Users,3571,3865,9375,10038,4238,1442,616,303,199,390
A Quiet Place Part II,2020,7.3,IMDb Users,16856,20068,50737,53152,22868,8053,3115,1608,990,1791
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,IMDb Users,53166,48708,91902,83430,40846,17482,8286,4565,2933,5596
Doctor Sleep,2019,7.3,IMDb Users,15277,21478,51339,47120,20761,8207,3729,2107,1297,2139
The Conjuring 2,2016,7.3,IMDb Users,29977,30201,68626,70931,32146,11729,4494,2169,1228,2130
Eraserhead,1977,7.4,IMDb Users,19715,16580,25573,22059,10603,5637,3086,2217,1877,3571
Carrie,1976,7.4,IMDb Users,18077,20476,49717,53534,22310,7826,3178,1510,869,1272
Split,2016,7.3,IMDb Users,37033,55260,137618,139885,56941,18857,7166,3563,2100,3866
Invasion of the Body Snatchers,1978,7.4,IMDb Users,4941,6859,16938,17461,6855,2491,903,476,262,427
Suspiria,1977,7.4,IMDb Users,12433,12147,22273,20389,10446,4938,2212,1403,977,1350
The Rocky Horror Picture Show,1975,7.4,IMDb Users,31588,19087,30828,28783,14480,7320,3969,2633,1984,3453
House,1977,7.4,IMDb Users,3348,3449,6372,5834,2925,1432,712,463,321,393
Dracula,1992,7.4,IMDb Users,26250,28137,56228,50923,24312,10391,4867,2556,1581,2107
Pi,1998,7.4,IMDb Users,19462,27033,49933,41379,18176,8134,3988,2437,1757,2869
The Wicker Man,1973,7.5,IMDb Users,10736,11213,22039,17638,8098,3576,1527,921,695,1041
REC,2007,7.4,IMDb Users,17948,24223,52435,43363,18392,7737,3626,2219,1443,2332
Thesis,1996,7.4,IMDb Users,3740,5166,11616,10233,4042,1427,632,264,245,404
The Devil's Backbone,2001,7.4,IMDb Users,5441,8268,20291,18031,7235,2680,1012,496,314,552
Dracula,1931,7.5,IMDb Users,7563,6058,13612,13032,5868,2342,955,447,211,345
The Evil Dead,1981,7.5,IMDb Users,30694,25341,53999,47315,21196,9107,4321,2473,1739,2548
Possession,1981,7.4,IMDb Users,4801,4638,6854,5615,2982,1657,940,647,469,721
Nosferatu the Vampyre,1979,7.5,IMDb Users,4300,5004,9981,8255,3746,1723,702,446,306,399
A Nightmare on Elm Street,1984,7.5,IMDb Users,30155,26326,63757,61271,25314,9421,3742,1966,1105,1659
The Texas Chain Saw Massacre,1974,7.5,IMDb Users,23935,19558,37396,34421,16450,7658,3752,2315,1646,2515
Dead Alive,1992,7.5,IMDb Users,16767,13927,24939,19245,9001,4219,2199,1459,1108,2078
Army of Darkness,1992,7.5,IMDb Users,29477,23629,45552,38025,17708,7456,3504,2099,1312,1946
The Omen,1976,7.5,IMDb Users,11961,14652,36571,31227,12032,4359,1627,730,425,749
An American Werewolf in London,1981,7.5,IMDb Users,12299,13997,30297,26080,11257,3969,1626,818,416,640
Interview with the Vampire: The Vampire Chronicles,1994,7.5,IMDb Users,37046,44039,93949,77449,31879,12000,5071,2556,1508,2403
Jacob's Ladder,1990,7.5,IMDb Users,12062,15411,30802,26296,11360,4215,1804,927,563,959
Grindhouse,2007,7.5,IMDb Users,34598,26208,47001,37362,15853,7160,3334,2250,1842,6541
Halloween,1978,7.7,IMDb Users,55225,39078,69017,52945,23582,9789,4318,2407,1468,2394
The Birds,1963,7.7,IMDb Users,21494,27903,58036,43874,17706,6501,2734,1402,842,1224
Eyes Without a Face,1960,7.7,IMDb Users,3387,4548,10059,7518,2847,1005,334,203,116,229
Get Out,2017,7.7,IMDb Users,61915,96964,182694,121393,42306,15325,6669,3859,2640,7221
The Orphanage,2007,7.4,IMDb Users,14657,21343,46728,40789,17043,6209,2460,1146,718,1231
Frankenstein,1931,7.8,IMDb Users,12113,10834,21682,14259,5658,2263,931,527,354,1186
Peeping Tom,1960,7.7,IMDb Users,4467,5459,10086,7780,3306,1432,591,291,194,303
Repulsion,1965,7.7,IMDb Users,7205,9253,15103,10759,4750,2084,986,564,373,703
The Bride of Frankenstein,1935,7.8,IMDb Users,9585,7247,12551,8793,4192,1754,798,451,285,1016
What We Do in the Shadows,2014,7.7,IMDb Users,22461,29384,57072,39505,13808,4869,2044,1149,754,1298
Evil Dead II,1987,7.7,IMDb Users,30930,25286,44079,30193,12943,5852,2733,1571,1135,2007
The Haunting,1963,7.5,IMDb Users,6018,5196,9854,8497,4526,2138,853,503,294,467
Vampire Hunter D: Bloodlust,2000,7.7,IMDb Users,5162,5031,9308,6509,2610,1041,412,238,171,397
Predator,1987,7.8,IMDb Users,63686,64480,128662,83654,31154,11106,4171,1968,1105,1513
King Kong,1933,7.9,IMDb Users,16657,13212,23951,15568,6763,2885,1287,752,524,1600
Nosferatu,1922,7.9,IMDb Users,18847,16499,26871,16060,6918,3008,1400,907,686,2214
Shaun of the Dead,2004,7.9,IMDb Users,94215,102269,170064,98981,38128,13955,6310,3576,2515,6454
Freaks,1932,7.9,IMDb Users,7717,7723,13988,8757,3490,1488,577,351,217,505
Rosemary's Baby,1968,8.0,IMDb Users,34582,42154,65068,36870,14029,5622,2719,1546,1174,2729
I Saw the Devil,2010,7.8,IMDb Users,16876,24247,40582,23946,8638,3377,1599,912,586,1410
Night of the Living Dead,1968,7.9,IMDb Users,23360,20694,37412,23940,9952,4036,1665,948,577,1287
The Innocents,1961,7.8,IMDb Users,4796,5230,8758,5863,2506,1000,451,188,157,323
The Exorcist,1973,8.0,IMDb Users,73434,75369,114112,66744,26858,11089,5047,2978,2057,4512
Let the Right One In,2008,7.9,IMDb Users,34789,45785,63942,36323,14849,6355,3148,1869,1477,3384
The Cabinet of Dr. Caligari,1920,8.1,IMDb Users,12414,12237,17756,9803,3923,1717,808,565,392,1609
Demon Slayer: Mugen Train,2020,8.2,IMDb Users,14974,9017,8708,4325,1598,686,321,218,173,994
The Shining,1980,8.4,IMDb Users,216763,265696,259243,127350,45547,18784,8951,5285,3664,7244
Tumbbad,2018,8.3,IMDb Users,15415,9722,6935,3282,1313,609,315,177,181,705
Diabolique,1955,8.1,IMDb Users,9872,14014,21014,10943,3541,1705,721,498,405,1761
Alien,1979,8.4,IMDb Users,189279,234606,235188,111306,34650,13075,5715,3166,2215,4729
The Thing,1982,8.1,IMDb Users,82890,86734,118911,66466,23998,9169,3778,2161,1407,3338
The Blue Elephant,2014,8.1,IMDb Users,14291,4574,3644,1961,933,439,215,139,111,1583
Dawn of the Dead,1978,7.9,IMDb Users,26385,19976,32797,20280,8587,3772,1742,1072,762,1787
What Ever Happened to Baby Jane?,1962,8.1,IMDb Users,10265,11148,17173,8889,3142,1262,546,313,246,588
